#Position (bp)	Coverage
1.1774256605E9	2.2253879896757134
1.1851464845E9	2.299682909492562
1.1928673085E9	2.389116627966134
1.2005881325E9	2.148372375798231
1.2083089565E9	2.192223394808637
1.2160297805E9	2.2047725734973365
1.2237506045E9	2.330764954621424
1.22980766E9	2.5174360336577144
1.233668072E9	1.6810082051679667
1.2391922525E9	1.42935922383414
1.2469130765E9	1.9686901294473231
1.2546339005E9	1.6653058015569322
1.2623547245E9	1.8029233667287325
1.2700755485E9	1.6489723117636148
1.2777963725E9	1.6062399557352947
1.2855171965E9	1.546264491976504
1.2932380205E9	0.725816441353928
1.3009588445E9	1.0265857633848408
1.3086796685E9	1.3371910821953719
1.3164004925E9	1.9083442389050702
1.3241213165E9	1.6611229578604563
1.3318421405E9	1.373786010405107
1.3395629645E9	1.5501230179576688
1.3472837885E9	1.7945752940359734
1.3550046125E9	1.6623493813613677
1.3627254365E9	1.6976326620060243
1.3704462605E9	1.440407655970399
1.3781670845E9	1.7039001277583843
1.3858879085E9	1.7140315593257922
1.3905492985E9	1.8051157460005143
1.3944097105E9	1.3868727025979315
1.4013295565E9	1.1653331302462018
1.4090503805E9	1.170784491396255
1.4167712045E9	1.2664834737846633
1.4244920285E9	1.0797413592124363
1.4322128525E9	0.8890036866531345
1.4399336765E9	1.0243090633849443
1.4476545005E9	1.4077667098744902
1.4553753245E9	1.464345644972609
1.4630961485E9	1.4951173605304304
1.4708169725E9	1.535163863338939
1.4785377965E9	1.4892442827345889
1.4862586205E9	1.433846439188356
1.4939794445E9	1.3864726096592799
1.5017002685E9	1.480742340454853
1.5094210925E9	2.181480370488953
1.5171419165E9	1.746471749647447
1.5248627405E9	1.7966555124168093
1.5325835645E9	2.3140164832147447
1.5364664445E9	0.0
1.5403268565E9	1.4597930558653278
1.5480252125E9	1.5759707772123805
1.5557460365E9	1.548606988062414
1.5634668605E9	1.5042399619522475
1.5711876845E9	1.352883966789037
1.5789085085E9	1.1145814229154816
1.5866293325E9	0.0
1.5943501565E9	0.10726393970384508
1.6020709805E9	1.4960478311641348
1.6097918045E9	1.4454800420266023
1.6175126285E9	1.4614696566066006
1.6252334525E9	1.3798287592101568
1.6329542765E9	1.2285674430604816
1.6406751005E9	1.2613626473029305
1.6483959245E9	1.2211809257664725
1.6561167485E9	1.1545183519272035
1.6638375725E9	1.2474993601719195
1.671290807E9	1.6733449815569792
1.675151219E9	2.580276879324488
1.6792792205E9	2.5672011173936875
1.6870000445E9	2.2539371445327596
1.6947208685E9	2.048825876616278
1.7024416925E9	1.9878475406251974
1.7101625165E9	1.991533546160358
1.7178833405E9	2.177364877116743
1.7256041645E9	1.6136000509790147
1.7333249885E9	1.5289079248536166
1.7410458125E9	1.2706268139255603
1.7487666365E9	1.4136188054539256
1.7564874605E9	1.3015920321457917
1.7642082845E9	1.2732476481784847
1.7719291085E9	1.240368126510849
1.7796499325E9	1.5262986178677302
1.7873707565E9	1.5455806271454964
1.7950915805E9	1.5045780087721208
1.8028124045E9	1.8997891934850477
1.807676934E9	1.9751548001105448
1.811537346E9	1.65823394611445
1.8182540525E9	1.381896025605557
1.8259748765E9	1.379174554425797
1.8336957005E9	1.3481020937661576
1.8414165245E9	1.4431993269112209
1.8491373485E9	1.31221123548471
1.8568581725E9	1.0131147918926788
1.8645789965E9	0.7640029095340083
1.8722998205E9	1.3292561778380132
1.8800206445E9	1.1805435533823851
1.8877414685E9	1.1326533281939855
1.8954622925E9	1.3415284430780963
1.9031831165E9	1.3745539336215926
1.9109039405E9	1.4413925249429336
1.9186247645E9	1.331278371324097
1.9263455885E9	1.5277162126736732
1.9340664125E9	1.5745710561463389
1.940847249E9	1.759120463480566
1.944707661E9	2.104110958922326
1.9495080605E9	2.1445972606032724
1.9572288845E9	2.161120626503078
1.9649497085E9	2.21892663270138
1.9726705325E9	2.1087628729783248
1.9803913565E9	1.030608520541331
1.9881121805E9	2.0384817734480154
1.9958330045E9	2.054600778362517
2.0035538285E9	1.9791216585172775
2.0112746525E9	1.9308643740616287
2.0189954765E9	2.072648463428256
2.0267163005E9	2.0557491013912506
2.0344371245E9	1.8975189694778691
2.0421579485E9	1.773860018049887
2.0498787725E9	1.5880611965769458
2.0575995965E9	1.4619786696342256
2.0653204205E9	1.4137448282722156
2.0730412445E9	1.8611452611793766
2.0769723195E9	1.2553033412111005
2.0808327315E9	0.0
2.0884828925E9	0.0
2.0962037165E9	0.8613929031409083
2.1039245405E9	1.398193767919072
2.1116453645E9	1.4633764479024518
2.1193661885E9	1.4168600398092224
2.1270870125E9	1.3536840109294035
2.1348078365E9	1.495009211452042
2.1425286605E9	1.5806722184057038
2.1502494845E9	1.6235774834395915
2.1579703085E9	1.5107884857885634
2.1656911325E9	1.546088344974578
2.1734119565E9	1.550597319664326
2.1811327805E9	1.7559814859139387
2.1882002515E9	1.6145823946488045
2.1920606635E9	0.0
2.1965744285E9	0.0
2.2042952525E9	0.017719999834214586
2.2120160765E9	1.4108376256213067
2.2197369005E9	1.497047465400066
2.2274577245E9	1.5306348130717653
2.2351785485E9	1.333262226933291
2.2428993725E9	1.373717882961715
2.2506201965E9	1.8481654289749385
2.2583410205E9	2.6531033475183476
2.2660618445E9	2.6003898029536745
2.2737826685E9	3.167411405829222
2.2815034925E9	2.5752406737933673
2.2892243165E9	2.914787722139502
2.2957678785E9	2.9331602780314183
2.2996282905E9	0.0
2.3046659645E9	0.0
2.3123867885E9	0.0
2.3201076125E9	2.83290462261541
2.3278284365E9	1.4755813628182692
2.3355492605E9	1.65908612863083
2.3432700845E9	1.3992296677142233
2.3509909085E9	1.315974564372922
2.3587117325E9	1.4935453780580932
2.3664325565E9	1.2312738899371363
2.3741533805E9	1.3301746031252624
2.3818742045E9	1.3627405572254983
2.3895950285E9	1.4244484785561748
2.396948829E9	1.7504961157340502
2.400809241E9	1.8576603405504006
2.4050366765E9	1.5430078447585387
2.4127575005E9	1.0154609145345108
2.4204783245E9	1.00326273465112
2.4281991485E9	1.0054654788141784
2.4359199725E9	1.7572642505514955
2.4436407965E9	3.04017019426942
2.4513616205E9	1.3556150224380197
2.4590824445E9	1.343108973860821
2.4668032685E9	1.4307959875785279
2.4745240925E9	1.4032824734769243
2.4822449165E9	1.434862651965645
2.4884429455E9	1.525411990073652
2.4923033575E9	1.6471599919884161
2.4976865645E9	1.8735072836785296
2.5054073885E9	1.976135578275065
2.5131282125E9	1.1380467939691412
2.5208490365E9	1.7915905089923045
2.5285698605E9	2.103541150530047
2.5362906845E9	2.016031838052519
2.5440115085E9	1.9302674170528948
2.5517323325E9	1.9376132651126357
2.5594531565E9	2.1475725906975733
2.5671739805E9	2.240903561588763
2.572536198E9	2.6105820627238345
2.57639661E9	1.3963944388349647
2.5826156285E9	1.5804350675523753
2.5903364525E9	0.5857473243788487
2.5980572765E9	1.3169831354788037
2.6057781005E9	1.5204624532303805
2.6134989245E9	1.6951688058165812
2.6212197485E9	1.5204921132770284
2.6289405725E9	1.6418331773914288
2.6366613965E9	1.565918870835548
2.6443822205E9	1.604716413688487
2.6513269605E9	1.8925981607662998
2.6551873725E9	1.3973725782260684
2.6598238685E9	1.058015698842507
2.6675446925E9	0.9362575807970756
2.6752655165E9	0.8606665557976714
2.6829863405E9	0.9554872640536813
2.6907071645E9	1.0229826505564692
2.6984279885E9	1.0065227493852988
2.7061488125E9	0.9911425257200527
2.7115190645E9	1.045065040004239
2.7153794765E9	0.9870593200293375
2.7215904605E9	1.4726455362795474
2.7293112845E9	1.5331901102783847
2.7370321085E9	1.409287532004356
2.7447529325E9	1.3396269620962737
2.7524737565E9	1.1988536456730525
2.7601945805E9	0.957269198209932
2.7679154045E9	1.1793071568526883
2.774624444E9	1.8606762379426582
2.778484856E9	0.0
2.7833570525E9	1.749240236534339
2.7910778765E9	1.8379691079604974
2.7987987005E9	2.2812575445315164
2.8065195245E9	2.3356150846075496
2.8142403485E9	2.3719534339858024
2.8211419075E9	2.311499411241877
2.8250023195E9	0.0
2.8296819965E9	0.0
2.8374028205E9	1.0476633064035652
2.8451236445E9	1.5699873485006264
2.8528444685E9	1.1709593431996377
2.8605652925E9	1.0734903424815796
2.8682861165E9	1.3040330928408677
2.8735740255E9	1.7148102587956402
2.8774344375E9	0.42007838333850545
2.8837277645E9	0.8096743300974093
2.8914485885E9	0.6872339014592225
2.8991694125E9	0.6324967386900673
2.9068902365E9	0.7231142686324672
2.9146110605E9	0.7527239320569928
2.9223318845E9	1.0550715830331063
2.9300527085E9	0.6638138623545881
2.9377735325E9	0.3071970038431131
2.9454943565E9	0.868622053811873
2.9532151805E9	0.6754163804277885
2.9609360045E9	0.8177777397852871
2.9686568285E9	0.9750683346751591
2.9763776525E9	1.179674086600083
2.9840984765E9	1.2223278240768083
2.9918193005E9	1.0803087856943767
2.9995401245E9	1.000390243321179
3.0072609485E9	1.352567290745133
3.0149817725E9	1.125500723756946
3.0227025965E9	1.110872880925663
3.028802713E9	1.3185395662686752
3.032663125E9	0.00814304863770915
3.0381442445E9	0.061698984460725956
3.0458650685E9	0.1265648588803475
3.0535858925E9	0.014545468203911914
3.0613067165E9	0.009280874683842035
3.0690275405E9	0.0
3.0767483645E9	0.0
3.0844393045E9	0.0320716882894473
3.088278117E9	3042.311847425916
3.088307901E9	524.5762692155631
