#Position (bp)	Coverage
1.8259748765E9	1.1277487998690294
1.8336957005E9	1.0167895292005102
1.8414165245E9	1.1747335517556157
1.8491373485E9	1.012464213664241
1.8568581725E9	0.8821548062745634
1.8645789965E9	0.6158660008309994
1.8722998205E9	1.291785306853258
1.8800206445E9	1.129977707042668
1.8877414685E9	0.9218861872774201
1.8954622925E9	1.0359632598800335
1.9031831165E9	1.0755278193104778
1.9109039405E9	1.1208961634146821
1.9186247645E9	1.0966624805849738
1.9263455885E9	1.3356190997230348
1.9340664125E9	1.2846159943550066
1.940847249E9	1.3765274534575367
1.944707661E9	1.9434976528943204
1.9495080605E9	1.9033610920285193
1.9572288845E9	1.8250905602821668
1.9649497085E9	1.77799403276127
1.9726705325E9	1.7997746095494471
1.9803913565E9	0.7720469991285904
1.9881121805E9	1.326251705776482
1.9958330045E9	1.5360777554312857
2.0035538285E9	1.2937637226285692
2.0112746525E9	1.3133706972209185
2.0189954765E9	1.2838364143516288
2.0267163005E9	1.236828219371404
2.0344371245E9	1.1849733914411207
2.0421579485E9	1.156233194798897
2.0498787725E9	1.0816516475443554
2.0575995965E9	1.0463958251088226
2.0653204205E9	1.0373413511303975
2.0730412445E9	1.2131060104465534
2.0769723195E9	0.956886913943648
2.0808327315E9	0.0
2.0884828925E9	0.0
2.0962037165E9	0.7898381053628473
2.1039245405E9	1.284396199162162
2.1116453645E9	1.2450924927183937
2.1193661885E9	1.2669865288989879
2.1270870125E9	1.1731153306952729
2.1348078365E9	1.1305946101089728
2.1425286605E9	1.1768339752337316
2.1502494845E9	1.290071370620545
2.1579703085E9	1.1716657444853036
2.1656911325E9	1.1944384433578592
2.1734119565E9	1.3007548158072246
2.1811327805E9	1.4367851151638737
2.1882002515E9	1.5240550610387897
2.1920606635E9	0.0
2.1965744285E9	0.0
2.2042952525E9	0.019426941994792266
2.2120160765E9	1.6826799833800123
2.2197369005E9	1.22122781195375
2.2274577245E9	1.248778757293263
2.2351785485E9	1.011839668926529
2.2428993725E9	1.1955296481308213
2.2506201965E9	1.5232637086404248
2.2583410205E9	2.349990881802253
2.2660618445E9	2.354911600109004
2.2737826685E9	2.425428166734535
2.2815034925E9	2.1961051048437317
2.2892243165E9	2.527119514704648
2.2957678785E9	2.8091679555746043
2.2996282905E9	0.0
2.3046659645E9	0.0
2.3123867885E9	0.0
2.3201076125E9	2.3655503609459303
2.3278284365E9	1.5658855842329782
2.3355492605E9	1.8817171586866894
2.3432700845E9	1.5272830982807017
2.3509909085E9	1.3618033515593673
2.3587117325E9	1.6384414409653685
2.3664325565E9	1.4212426031211176
2.3741533805E9	1.5626209067840426
2.3818742045E9	1.4652184792711245
2.3895950285E9	1.4246397793810608
2.396948829E9	1.7337987172053724
2.400809241E9	1.9784564203654533
2.4050366765E9	1.448373386053095
2.4127575005E9	0.8914837328243721
2.4204783245E9	0.8922640899468761
2.4281991485E9	0.9132553727425985
2.4359199725E9	1.4276114829194397
2.4436407965E9	2.4373787046563944
2.4513616205E9	1.2073247622274514
2.4590824445E9	1.139667605426571
2.4668032685E9	1.2690054843887129
2.4745240925E9	1.304002785194948
2.4822449165E9	1.2312474678868472
2.4884429455E9	1.53723278877592
2.4923033575E9	1.6318562249022357
2.4976865645E9	1.7661805268453212
2.5054073885E9	1.7330563421728042
2.5131282125E9	0.9889968998127661
2.5208490365E9	1.6453644067006319
2.5285698605E9	1.966432727905726
2.5362906845E9	2.013543891170165
2.5440115085E9	1.6206021533452906
2.5517323325E9	1.8437414193096489
2.5594531565E9	1.8509626692694976
2.5671739805E9	2.1374038574121106
2.572536198E9	2.7263184213934495
2.57639661E9	1.1490507212627457
2.5826156285E9	1.266006581680919
2.5903364525E9	0.5004451597394268
2.5980572765E9	1.0893907178819255
2.6057781005E9	1.1615611235277479
2.6134989245E9	1.3484458394596224
2.6212197485E9	1.2680268323691875
2.6289405725E9	1.3508304294981985
2.6366613965E9	1.207674983913634
2.6443822205E9	1.1934828458724094
2.6513269605E9	1.5983180128702266
2.6551873725E9	1.4156586142737126
2.6598238685E9	1.0559230465556526
2.6675446925E9	0.9164870226286728
2.6752655165E9	0.7768685052269032
2.6829863405E9	0.7623730316867733
2.6907071645E9	0.9523188198565334
2.6984279885E9	0.9624441639907865
2.7061488125E9	0.9411389250681015
2.7115190645E9	0.9616601759126795
2.7153794765E9	1.2886157071555349
2.7215904605E9	1.6451812656265705
2.7293112845E9	1.6222943302424715
2.7370321085E9	1.4798882865352196
2.7447529325E9	1.3217441558051317
2.7524737565E9	1.043336177589335
2.7601945805E9	0.8691889622143958
2.7679154045E9	1.0074928530944365
2.774624444E9	1.7156325282965217
2.778484856E9	0.0
2.7833570525E9	1.7083764634448344
2.7910778765E9	1.3975574368746133
2.7987987005E9	1.5456137842282118
2.8065195245E9	1.7324279118394617
2.8142403485E9	1.8067638894501417
2.8211419075E9	1.919247408954582
2.8250023195E9	0.0
2.8296819965E9	0.0
2.8374028205E9	0.9513312309670574
2.8451236445E9	1.5357162655177738
2.8528444685E9	1.101335945489756
2.8605652925E9	0.9898440891801186
2.8682861165E9	1.255477653680488
2.8735740255E9	1.569710829514878
2.8774344375E9	0.3428576419644747
2.8837277645E9	0.6558182131855357
2.8914485885E9	0.5652528797444418
2.8991694125E9	0.503024288599248
2.9068902365E9	0.5458309890239694
2.9146110605E9	0.6114553317107086
2.9223318845E9	0.9008787144999031
2.9300527085E9	0.5645107309789732
2.9377735325E9	0.24122101475179333
2.9454943565E9	0.7514677189895793
2.9532151805E9	0.5265062381942652
2.9609360045E9	0.6110912514001097
2.9686568285E9	0.7050036369175103
2.9763776525E9	0.933899671848497
2.9840984765E9	0.9447937163183618
2.9918193005E9	0.8505839532153563
2.9995401245E9	0.7534096101659615
3.0072609485E9	1.0843434586774676
3.0149817725E9	0.847113209678138
3.0227025965E9	0.8369335967249092
3.028802713E9	1.1738427993514322
3.032663125E9	0.005491428897564798
3.0381442445E9	0.04933735052113609
3.0458650685E9	0.11754263534565741
3.0535858925E9	0.015992334496939705
3.0613067165E9	0.008072583962540786
3.0690275405E9	0.0
3.0767483645E9	0.0
3.0844393045E9	0.029116090523290783
3.088278117E9	1342.016235137908
3.088307901E9	521.6412474708715
